PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1848,4,1/15/2022,7,2,2/4/2022,293092,1,,,3,1/18/2022 7:00,7420,78,3276,"""The Gu"" red shirt XML tag t-shirt (White) XS",3276,6,84.0,1/18/2022,1,3,1/18/2022 7:00
1848,4,1/15/2022,7,2,2/4/2022,293092,1,,,3,1/18/2022 7:00,7421,80,1612,"""The Gu"" red shirt XML tag t-shirt (White) M",1612,6,84.0,1/18/2022,1,3,1/18/2022 7:00
1848,4,1/15/2022,7,2,2/4/2022,293092,1,,,3,1/18/2022 7:00,7422,86,3230,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3230,6,96.0,1/18/2022,1,3,1/18/2022 7:00
1848,4,1/15/2022,7,2,2/4/2022,293092,1,,,3,1/18/2022 7:00,7423,95,1601,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1601,6,90.0,1/18/2022,1,3,1/18/2022 7:00
1848,4,1/15/2022,7,2,2/4/2022,293092,1,,,3,1/18/2022 7:00,7424,98,3307,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3307,6,96.0,1/18/2022,1,3,1/18/2022 7:00
1849,7,1/15/2022,2,2,2/4/2022,BC0280982,1,,,3,1/18/2022 7:00,7425,184,1487,Shipping carton (Brown) 305x305x305mm,1487,7,47.5,1/18/2022,1,3,1/18/2022 7:00
1849,7,1/15/2022,2,2,2/4/2022,BC0280982,1,,,3,1/18/2022 7:00,7426,193,2472,Black and orange glass with care despatch tape 48mmx75m,2472,7,38.4,1/18/2022,1,3,1/18/2022 7:00
1849,7,1/15/2022,2,2,2/4/2022,BC0280982,1,,,3,1/18/2022 7:00,7427,204,2767,Tape dispenser (Red),2767,7,170.0,1/18/2022,1,3,1/18/2022 7:00
1850,4,1/16/2022,7,2,1/23/2022,293092,1,,,3,1/18/2022 7:00,7428,78,10,"""The Gu"" red shirt XML tag t-shirt (White) XS",10,6,84.0,1/18/2022,1,3,1/18/2022 7:00
1850,4,1/16/2022,7,2,1/23/2022,293092,1,,,3,1/18/2022 7:00,7429,80,10,"""The Gu"" red shirt XML tag t-shirt (White) M",10,6,84.0,1/18/2022,1,3,1/18/2022 7:00
1850,4,1/16/2022,7,2,1/23/2022,293092,1,,,3,1/18/2022 7:00,7430,86,1,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1,6,96.0,1/18/2022,1,3,1/18/2022 7:00
1850,4,1/16/2022,7,2,1/23/2022,293092,1,,,3,1/18/2022 7:00,7431,95,1,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1,6,90.0,1/18/2022,1,3,1/18/2022 7:00
1851,4,1/18/2022,7,2,2/7/2022,293092,1,,,9,1/19/2022 7:00,7432,77,2992,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2992,6,84.0,1/19/2022,1,9,1/19/2022 7:00
1851,4,1/18/2022,7,2,2/7/2022,293092,1,,,9,1/19/2022 7:00,7433,78,3290,"""The Gu"" red shirt XML tag t-shirt (White) XS",3290,6,84.0,1/19/2022,1,9,1/19/2022 7:00
1851,4,1/18/2022,7,2,2/7/2022,293092,1,,,9,1/19/2022 7:00,7434,80,1620,"""The Gu"" red shirt XML tag t-shirt (White) M",1620,6,84.0,1/19/2022,1,9,1/19/2022 7:00
1851,4,1/18/2022,7,2,2/7/2022,293092,1,,,9,1/19/2022 7:00,7435,86,3247,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3247,6,96.0,1/19/2022,1,9,1/19/2022 7:00
1851,4,1/18/2022,7,2,2/7/2022,293092,1,,,9,1/19/2022 7:00,7436,95,1616,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1616,6,90.0,1/19/2022,1,9,1/19/2022 7:00
1851,4,1/18/2022,7,2,2/7/2022,293092,1,,,9,1/19/2022 7:00,7437,98,3308,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3308,6,96.0,1/19/2022,1,9,1/19/2022 7:00
1852,7,1/18/2022,2,2,2/7/2022,BC0280982,1,,,9,1/19/2022 7:00,7438,184,1486,Shipping carton (Brown) 305x305x305mm,1486,7,47.5,1/19/2022,1,9,1/19/2022 7:00
1852,7,1/18/2022,2,2,2/7/2022,BC0280982,1,,,9,1/19/2022 7:00,7439,193,2472,Black and orange glass with care despatch tape 48mmx75m,2472,7,38.4,1/19/2022,1,9,1/19/2022 7:00
1852,7,1/18/2022,2,2,2/7/2022,BC0280982,1,,,9,1/19/2022 7:00,7440,204,2763,Tape dispenser (Red),2763,7,170.0,1/19/2022,1,9,1/19/2022 7:00
1853,4,1/19/2022,7,2,2/8/2022,293092,1,,,5,1/20/2022 7:00,7441,77,2990,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2990,6,84.0,1/20/2022,1,5,1/20/2022 7:00
1853,4,1/19/2022,7,2,2/8/2022,293092,1,,,5,1/20/2022 7:00,7442,78,3288,"""The Gu"" red shirt XML tag t-shirt (White) XS",3288,6,84.0,1/20/2022,1,5,1/20/2022 7:00
1853,4,1/19/2022,7,2,2/8/2022,293092,1,,,5,1/20/2022 7:00,7443,80,1625,"""The Gu"" red shirt XML tag t-shirt (White) M",1625,6,84.0,1/20/2022,1,5,1/20/2022 7:00
1853,4,1/19/2022,7,2,2/8/2022,293092,1,,,5,1/20/2022 7:00,7444,86,3245,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3245,6,96.0,1/20/2022,1,5,1/20/2022 7:00
1853,4,1/19/2022,7,2,2/8/2022,293092,1,,,5,1/20/2022 7:00,7445,95,1619,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1619,6,90.0,1/20/2022,1,5,1/20/2022 7:00
1853,4,1/19/2022,7,2,2/8/2022,293092,1,,,5,1/20/2022 7:00,7446,98,3307,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3307,6,96.0,1/20/2022,1,5,1/20/2022 7:00
1854,7,1/19/2022,2,2,2/8/2022,BC0280982,1,,,5,1/20/2022 7:00,7447,184,1488,Shipping carton (Brown) 305x305x305mm,1488,7,47.5,1/20/2022,1,5,1/20/2022 7:00
1854,7,1/19/2022,2,2,2/8/2022,BC0280982,1,,,5,1/20/2022 7:00,7448,193,2470,Black and orange glass with care despatch tape 48mmx75m,2470,7,38.4,1/20/2022,1,5,1/20/2022 7:00
1854,7,1/19/2022,2,2,2/8/2022,BC0280982,1,,,5,1/20/2022 7:00,7449,204,2761,Tape dispenser (Red),2761,7,170.0,1/20/2022,1,5,1/20/2022 7:00
1855,4,1/20/2022,7,2,2/9/2022,293092,1,,,16,1/21/2022 7:00,7450,77,2989,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2989,6,84.0,1/21/2022,1,16,1/21/2022 7:00
1855,4,1/20/2022,7,2,2/9/2022,293092,1,,,16,1/21/2022 7:00,7451,78,3286,"""The Gu"" red shirt XML tag t-shirt (White) XS",3286,6,84.0,1/21/2022,1,16,1/21/2022 7:00
1855,4,1/20/2022,7,2,2/9/2022,293092,1,,,16,1/21/2022 7:00,7452,80,1634,"""The Gu"" red shirt XML tag t-shirt (White) M",1634,6,84.0,1/21/2022,1,16,1/21/2022 7:00
1855,4,1/20/2022,7,2,2/9/2022,293092,1,,,16,1/21/2022 7:00,7453,86,3256,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3256,6,96.0,1/21/2022,1,16,1/21/2022 7:00
1855,4,1/20/2022,7,2,2/9/2022,293092,1,,,16,1/21/2022 7:00,7454,95,1622,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1622,6,90.0,1/21/2022,1,16,1/21/2022 7:00
1855,4,1/20/2022,7,2,2/9/2022,293092,1,,,16,1/21/2022 7:00,7455,98,3314,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3314,6,96.0,1/21/2022,1,16,1/21/2022 7:00
1856,7,1/20/2022,2,2,2/9/2022,BC0280982,1,,,16,1/21/2022 7:00,7456,184,1485,Shipping carton (Brown) 305x305x305mm,1485,7,47.5,1/21/2022,1,16,1/21/2022 7:00
1856,7,1/20/2022,2,2,2/9/2022,BC0280982,1,,,16,1/21/2022 7:00,7457,193,2468,Black and orange glass with care despatch tape 48mmx75m,2468,7,38.4,1/21/2022,1,16,1/21/2022 7:00
1856,7,1/20/2022,2,2,2/9/2022,BC0280982,1,,,16,1/21/2022 7:00,7458,204,2760,Tape dispenser (Red),2760,7,170.0,1/21/2022,1,16,1/21/2022 7:00
1857,4,1/21/2022,7,2,2/10/2022,293092,1,,,7,1/22/2022 7:00,7459,77,3008,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3008,6,84.0,1/22/2022,1,7,1/22/2022 7:00
1857,4,1/21/2022,7,2,2/10/2022,293092,1,,,7,1/22/2022 7:00,7460,78,3284,"""The Gu"" red shirt XML tag t-shirt (White) XS",3284,6,84.0,1/22/2022,1,7,1/22/2022 7:00
1857,4,1/21/2022,7,2,2/10/2022,293092,1,,,7,1/22/2022 7:00,7461,80,1636,"""The Gu"" red shirt XML tag t-shirt (White) M",1636,6,84.0,1/22/2022,1,7,1/22/2022 7:00
1857,4,1/21/2022,7,2,2/10/2022,293092,1,,,7,1/22/2022 7:00,7462,86,3279,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3279,6,96.0,1/22/2022,1,7,1/22/2022 7:00
1857,4,1/21/2022,7,2,2/10/2022,293092,1,,,7,1/22/2022 7:00,7463,95,1624,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1624,6,90.0,1/22/2022,1,7,1/22/2022 7:00
1857,4,1/21/2022,7,2,2/10/2022,293092,1,,,7,1/22/2022 7:00,7464,98,3314,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3314,6,96.0,1/22/2022,1,7,1/22/2022 7:00
1858,7,1/21/2022,2,2,2/10/2022,BC0280982,1,,,7,1/22/2022 7:00,7465,184,1482,Shipping carton (Brown) 305x305x305mm,1482,7,47.5,1/22/2022,1,7,1/22/2022 7:00
1858,7,1/21/2022,2,2,2/10/2022,BC0280982,1,,,7,1/22/2022 7:00,7466,193,2479,Black and orange glass with care despatch tape 48mmx75m,2479,7,38.4,1/22/2022,1,7,1/22/2022 7:00
1858,7,1/21/2022,2,2,2/10/2022,BC0280982,1,,,7,1/22/2022 7:00,7467,204,2767,Tape dispenser (Red),2767,7,170.0,1/22/2022,1,7,1/22/2022 7:00
1859,4,1/22/2022,7,2,2/11/2022,293092,1,,,13,1/25/2022 7:00,7468,77,3015,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3015,6,84.0,1/25/2022,1,13,1/25/2022 7:00
1859,4,1/22/2022,7,2,2/11/2022,293092,1,,,13,1/25/2022 7:00,7469,78,3289,"""The Gu"" red shirt XML tag t-shirt (White) XS",3289,6,84.0,1/25/2022,1,13,1/25/2022 7:00
1859,4,1/22/2022,7,2,2/11/2022,293092,1,,,13,1/25/2022 7:00,7470,80,1643,"""The Gu"" red shirt XML tag t-shirt (White) M",1643,6,84.0,1/25/2022,1,13,1/25/2022 7:00
1859,4,1/22/2022,7,2,2/11/2022,293092,1,,,13,1/25/2022 7:00,7471,86,3277,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3277,6,96.0,1/25/2022,1,13,1/25/2022 7:00
1859,4,1/22/2022,7,2,2/11/2022,293092,1,,,13,1/25/2022 7:00,7472,95,1632,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1632,6,90.0,1/25/2022,1,13,1/25/2022 7:00
1859,4,1/22/2022,7,2,2/11/2022,293092,1,,,13,1/25/2022 7:00,7473,98,3312,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3312,6,96.0,1/25/2022,1,13,1/25/2022 7:00
1860,7,1/22/2022,2,2,2/11/2022,BC0280982,1,,,13,1/25/2022 7:00,7474,184,1479,Shipping carton (Brown) 305x305x305mm,1479,7,47.5,1/25/2022,1,13,1/25/2022 7:00
1860,7,1/22/2022,2,2,2/11/2022,BC0280982,1,,,13,1/25/2022 7:00,7475,193,2487,Black and orange glass with care despatch tape 48mmx75m,2487,7,38.4,1/25/2022,1,13,1/25/2022 7:00
1860,7,1/22/2022,2,2,2/11/2022,BC0280982,1,,,13,1/25/2022 7:00,7476,204,2781,Tape dispenser (Red),2781,7,170.0,1/25/2022,1,13,1/25/2022 7:00
1861,4,1/23/2022,7,2,2/12/2022,293092,1,,,13,1/25/2022 7:00,7477,77,20,"""The Gu"" red shirt XML tag t-shirt (White) XXS",20,6,84.0,1/25/2022,1,13,1/25/2022 7:00
1861,4,1/23/2022,7,2,2/12/2022,293092,1,,,13,1/25/2022 7:00,7478,78,3,"""The Gu"" red shirt XML tag t-shirt (White) XS",3,6,84.0,1/25/2022,1,13,1/25/2022 7:00
1861,4,1/23/2022,7,2,2/12/2022,293092,1,,,13,1/25/2022 7:00,7479,98,8,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",8,6,96.0,1/25/2022,1,13,1/25/2022 7:00
1862,7,1/23/2022,2,2,2/12/2022,BC0280982,1,,,13,1/25/2022 7:00,7480,204,5,Tape dispenser (Red),5,7,170.0,1/25/2022,1,13,1/25/2022 7:00
1863,4,1/25/2022,7,2,2/14/2022,293092,1,,,7,1/26/2022 7:00,7481,77,3039,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3039,6,84.0,1/26/2022,1,7,1/26/2022 7:00
1863,4,1/25/2022,7,2,2/14/2022,293092,1,,,7,1/26/2022 7:00,7482,78,3293,"""The Gu"" red shirt XML tag t-shirt (White) XS",3293,6,84.0,1/26/2022,1,7,1/26/2022 7:00
1863,4,1/25/2022,7,2,2/14/2022,293092,1,,,7,1/26/2022 7:00,7483,80,1635,"""The Gu"" red shirt XML tag t-shirt (White) M",1635,6,84.0,1/26/2022,1,7,1/26/2022 7:00
1863,4,1/25/2022,7,2,2/14/2022,293092,1,,,7,1/26/2022 7:00,7484,86,3278,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3278,6,96.0,1/26/2022,1,7,1/26/2022 7:00
1863,4,1/25/2022,7,2,2/14/2022,293092,1,,,7,1/26/2022 7:00,7485,95,1633,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1633,6,90.0,1/26/2022,1,7,1/26/2022 7:00
1863,4,1/25/2022,7,2,2/14/2022,293092,1,,,7,1/26/2022 7:00,7486,98,3331,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3331,6,96.0,1/26/2022,1,7,1/26/2022 7:00
1864,7,1/25/2022,2,2,2/14/2022,BC0280982,1,,,7,1/26/2022 7:00,7487,184,1485,Shipping carton (Brown) 305x305x305mm,1485,7,47.5,1/26/2022,1,7,1/26/2022 7:00
1864,7,1/25/2022,2,2,2/14/2022,BC0280982,1,,,7,1/26/2022 7:00,7488,193,2491,Black and orange glass with care despatch tape 48mmx75m,2491,7,38.4,1/26/2022,1,7,1/26/2022 7:00
1864,7,1/25/2022,2,2,2/14/2022,BC0280982,1,,,7,1/26/2022 7:00,7489,204,2791,Tape dispenser (Red),2791,7,170.0,1/26/2022,1,7,1/26/2022 7:00
1865,4,1/26/2022,7,2,2/15/2022,293092,1,,,2,1/27/2022 7:00,7490,77,3037,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3037,6,84.0,1/27/2022,1,2,1/27/2022 7:00
1865,4,1/26/2022,7,2,2/15/2022,293092,1,,,2,1/27/2022 7:00,7491,78,3315,"""The Gu"" red shirt XML tag t-shirt (White) XS",3315,6,84.0,1/27/2022,1,2,1/27/2022 7:00
1865,4,1/26/2022,7,2,2/15/2022,293092,1,,,2,1/27/2022 7:00,7492,80,1647,"""The Gu"" red shirt XML tag t-shirt (White) M",1647,6,84.0,1/27/2022,1,2,1/27/2022 7:00
1865,4,1/26/2022,7,2,2/15/2022,293092,1,,,2,1/27/2022 7:00,7493,86,3299,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3299,6,96.0,1/27/2022,1,2,1/27/2022 7:00
1865,4,1/26/2022,7,2,2/15/2022,293092,1,,,2,1/27/2022 7:00,7494,95,1631,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1631,6,90.0,1/27/2022,1,2,1/27/2022 7:00
1865,4,1/26/2022,7,2,2/15/2022,293092,1,,,2,1/27/2022 7:00,7495,98,3329,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3329,6,96.0,1/27/2022,1,2,1/27/2022 7:00
1866,7,1/26/2022,2,2,2/15/2022,BC0280982,1,,,2,1/27/2022 7:00,7496,184,1494,Shipping carton (Brown) 305x305x305mm,1494,7,47.5,1/27/2022,1,2,1/27/2022 7:00
1866,7,1/26/2022,2,2,2/15/2022,BC0280982,1,,,2,1/27/2022 7:00,7497,193,2505,Black and orange glass with care despatch tape 48mmx75m,2505,7,38.4,1/27/2022,1,2,1/27/2022 7:00
1866,7,1/26/2022,2,2,2/15/2022,BC0280982,1,,,2,1/27/2022 7:00,7498,204,2790,Tape dispenser (Red),2790,7,170.0,1/27/2022,1,2,1/27/2022 7:00
1867,4,1/27/2022,7,2,2/16/2022,293092,1,,,16,1/28/2022 7:00,7499,77,3035,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3035,6,84.0,1/28/2022,1,16,1/28/2022 7:00
1867,4,1/27/2022,7,2,2/16/2022,293092,1,,,16,1/28/2022 7:00,7500,78,3313,"""The Gu"" red shirt XML tag t-shirt (White) XS",3313,6,84.0,1/28/2022,1,16,1/28/2022 7:00
1867,4,1/27/2022,7,2,2/16/2022,293092,1,,,16,1/28/2022 7:00,7501,80,1643,"""The Gu"" red shirt XML tag t-shirt (White) M",1643,6,84.0,1/28/2022,1,16,1/28/2022 7:00
1867,4,1/27/2022,7,2,2/16/2022,293092,1,,,16,1/28/2022 7:00,7502,86,3316,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3316,6,96.0,1/28/2022,1,16,1/28/2022 7:00
1867,4,1/27/2022,7,2,2/16/2022,293092,1,,,16,1/28/2022 7:00,7503,95,1636,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1636,6,90.0,1/28/2022,1,16,1/28/2022 7:00
1867,4,1/27/2022,7,2,2/16/2022,293092,1,,,16,1/28/2022 7:00,7504,98,3327,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3327,6,96.0,1/28/2022,1,16,1/28/2022 7:00
1868,7,1/27/2022,2,2,2/16/2022,BC0280982,1,,,16,1/28/2022 7:00,7505,184,1491,Shipping carton (Brown) 305x305x305mm,1491,7,47.5,1/28/2022,1,16,1/28/2022 7:00
1868,7,1/27/2022,2,2,2/16/2022,BC0280982,1,,,16,1/28/2022 7:00,7506,193,2503,Black and orange glass with care despatch tape 48mmx75m,2503,7,38.4,1/28/2022,1,16,1/28/2022 7:00
1868,7,1/27/2022,2,2,2/16/2022,BC0280982,1,,,16,1/28/2022 7:00,7507,204,2788,Tape dispenser (Red),2788,7,170.0,1/28/2022,1,16,1/28/2022 7:00
1869,4,1/28/2022,7,2,2/17/2022,293092,1,,,12,1/29/2022 7:00,7508,77,3035,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3035,6,84.0,1/29/2022,1,12,1/29/2022 7:00
1869,4,1/28/2022,7,2,2/17/2022,293092,1,,,12,1/29/2022 7:00,7509,78,3311,"""The Gu"" red shirt XML tag t-shirt (White) XS",3311,6,84.0,1/29/2022,1,12,1/29/2022 7:00
1869,4,1/28/2022,7,2,2/17/2022,293092,1,,,12,1/29/2022 7:00,7510,80,1642,"""The Gu"" red shirt XML tag t-shirt (White) M",1642,6,84.0,1/29/2022,1,12,1/29/2022 7:00
1869,4,1/28/2022,7,2,2/17/2022,293092,1,,,12,1/29/2022 7:00,7511,86,3321,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3321,6,96.0,1/29/2022,1,12,1/29/2022 7:00
1869,4,1/28/2022,7,2,2/17/2022,293092,1,,,12,1/29/2022 7:00,7512,95,1649,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1649,6,90.0,1/29/2022,1,12,1/29/2022 7:00
1869,4,1/28/2022,7,2,2/17/2022,293092,1,,,12,1/29/2022 7:00,7513,98,3325,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3325,6,96.0,1/29/2022,1,12,1/29/2022 7:00
1870,7,1/28/2022,2,2,2/17/2022,BC0280982,1,,,12,1/29/2022 7:00,7514,184,1488,Shipping carton (Brown) 305x305x305mm,1488,7,47.5,1/29/2022,1,12,1/29/2022 7:00
1870,7,1/28/2022,2,2,2/17/2022,BC0280982,1,,,12,1/29/2022 7:00,7515,193,2505,Black and orange glass with care despatch tape 48mmx75m,2505,7,38.4,1/29/2022,1,12,1/29/2022 7:00
1870,7,1/28/2022,2,2,2/17/2022,BC0280982,1,,,12,1/29/2022 7:00,7516,204,2786,Tape dispenser (Red),2786,7,170.0,1/29/2022,1,12,1/29/2022 7:00
1871,4,1/29/2022,7,2,2/18/2022,293092,1,,,14,2/1/2022 7:00,7517,77,3047,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3047,6,84.0,2/1/2022,1,14,2/1/2022 7:00
1871,4,1/29/2022,7,2,2/18/2022,293092,1,,,14,2/1/2022 7:00,7518,78,3319,"""The Gu"" red shirt XML tag t-shirt (White) XS",3319,6,84.0,2/1/2022,1,14,2/1/2022 7:00
1871,4,1/29/2022,7,2,2/18/2022,293092,1,,,14,2/1/2022 7:00,7519,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84.0,2/1/2022,1,14,2/1/2022 7:00
1871,4,1/29/2022,7,2,2/18/2022,293092,1,,,14,2/1/2022 7:00,7520,86,3330,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3330,6,96.0,2/1/2022,1,14,2/1/2022 7:00
1871,4,1/29/2022,7,2,2/18/2022,293092,1,,,14,2/1/2022 7:00,7521,95,1646,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1646,6,90.0,2/1/2022,1,14,2/1/2022 7:00
1871,4,1/29/2022,7,2,2/18/2022,293092,1,,,14,2/1/2022 7:00,7522,98,3323,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3323,6,96.0,2/1/2022,1,14,2/1/2022 7:00
1872,7,1/29/2022,2,2,2/18/2022,BC0280982,1,,,14,2/1/2022 7:00,7523,184,1494,Shipping carton (Brown) 305x305x305mm,1494,7,47.5,2/1/2022,1,14,2/1/2022 7:00
1872,7,1/29/2022,2,2,2/18/2022,BC0280982,1,,,14,2/1/2022 7:00,7524,193,2520,Black and orange glass with care despatch tape 48mmx75m,2520,7,38.4,2/1/2022,1,14,2/1/2022 7:00
1872,7,1/29/2022,2,2,2/18/2022,BC0280982,1,,,14,2/1/2022 7:00,7525,204,2784,Tape dispenser (Red),2784,7,170.0,2/1/2022,1,14,2/1/2022 7:00
1873,4,1/30/2022,7,2,2/13/2022,293092,1,,,14,2/1/2022 7:00,7526,77,3,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3,6,84.0,2/1/2022,1,14,2/1/2022 7:00
1873,4,1/30/2022,7,2,2/13/2022,293092,1,,,14,2/1/2022 7:00,7527,78,4,"""The Gu"" red shirt XML tag t-shirt (White) XS",4,6,84.0,2/1/2022,1,14,2/1/2022 7:00
1873,4,1/30/2022,7,2,2/13/2022,293092,1,,,14,2/1/2022 7:00,7528,80,4,"""The Gu"" red shirt XML tag t-shirt (White) M",4,6,84.0,2/1/2022,1,14,2/1/2022 7:00
1873,4,1/30/2022,7,2,2/13/2022,293092,1,,,14,2/1/2022 7:00,7529,86,10,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",10,6,96.0,2/1/2022,1,14,2/1/2022 7:00
1873,4,1/30/2022,7,2,2/13/2022,293092,1,,,14,2/1/2022 7:00,7530,98,4,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",4,6,96.0,2/1/2022,1,14,2/1/2022 7:00
1874,7,1/30/2022,2,2,2/13/2022,BC0280982,1,,,14,2/1/2022 7:00,7531,184,8,Shipping carton (Brown) 305x305x305mm,8,7,47.5,2/1/2022,1,14,2/1/2022 7:00
1874,7,1/30/2022,2,2,2/13/2022,BC0280982,1,,,14,2/1/2022 7:00,7532,193,2,Black and orange glass with care despatch tape 48mmx75m,2,7,38.4,2/1/2022,1,14,2/1/2022 7:00
305,4,7/1/2019,7,2,7/21/2019,293092,1,,,5,7/2/2019 7:00,1210,77,396,"""The Gu"" red shirt XML tag t-shirt (White) XXS",396,6,84.0,7/2/2019,1,5,7/2/2019 7:00
305,4,7/1/2019,7,2,7/21/2019,293092,1,,,5,7/2/2019 7:00,1211,78,598,"""The Gu"" red shirt XML tag t-shirt (White) XS",598,6,84.0,7/2/2019,1,5,7/2/2019 7:00
305,4,7/1/2019,7,2,7/21/2019,293092,1,,,5,7/2/2019 7:00,1212,80,191,"""The Gu"" red shirt XML tag t-shirt (White) M",191,6,84.0,7/2/2019,1,5,7/2/2019 7:00
305,4,7/1/2019,7,2,7/21/2019,293092,1,,,5,7/2/2019 7:00,1213,86,462,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",462,6,96.0,7/2/2019,1,5,7/2/2019 7:00
305,4,7/1/2019,7,2,7/21/2019,293092,1,,,5,7/2/2019 7:00,1214,95,183,"""The Gu"" red shirt XML tag t-shirt (Black) XL",183,6,90.0,7/2/2019,1,5,7/2/2019 7:00
305,4,7/1/2019,7,2,7/21/2019,293092,1,,,5,7/2/2019 7:00,1215,98,430,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",430,6,96.0,7/2/2019,1,5,7/2/2019 7:00
306,7,7/1/2019,2,2,7/21/2019,BC0280982,1,,,5,7/2/2019 7:00,1216,193,126,Black and orange glass with care despatch tape 48mmx75m,126,7,38.4,7/2/2019,1,5,7/2/2019 7:00
306,7,7/1/2019,2,2,7/21/2019,BC0280982,1,,,5,7/2/2019 7:00,1217,204,48,Tape dispenser (Red),48,7,170.0,7/2/2019,1,5,7/2/2019 7:00
307,4,7/2/2019,7,2,7/22/2019,293092,1,,,12,7/3/2019 7:00,1218,77,399,"""The Gu"" red shirt XML tag t-shirt (White) XXS",399,6,84.0,7/3/2019,1,12,7/3/2019 7:00
307,4,7/2/2019,7,2,7/22/2019,293092,1,,,12,7/3/2019 7:00,1219,78,604,"""The Gu"" red shirt XML tag t-shirt (White) XS",604,6,84.0,7/3/2019,1,12,7/3/2019 7:00
307,4,7/2/2019,7,2,7/22/2019,293092,1,,,12,7/3/2019 7:00,1220,80,192,"""The Gu"" red shirt XML tag t-shirt (White) M",192,6,84.0,7/3/2019,1,12,7/3/2019 7:00
307,4,7/2/2019,7,2,7/22/2019,293092,1,,,12,7/3/2019 7:00,1221,86,460,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",460,6,96.0,7/3/2019,1,12,7/3/2019 7:00
307,4,7/2/2019,7,2,7/22/2019,293092,1,,,12,7/3/2019 7:00,1222,95,190,"""The Gu"" red shirt XML tag t-shirt (Black) XL",190,6,90.0,7/3/2019,1,12,7/3/2019 7:00
307,4,7/2/2019,7,2,7/22/2019,293092,1,,,12,7/3/2019 7:00,1223,98,435,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",435,6,96.0,7/3/2019,1,12,7/3/2019 7:00
308,7,7/2/2019,2,2,7/22/2019,BC0280982,1,,,12,7/3/2019 7:00,1224,193,124,Black and orange glass with care despatch tape 48mmx75m,124,7,38.4,7/3/2019,1,12,7/3/2019 7:00
